Year,Commodity Code,Commodity Name,Substance,Unit,Supply Chain Emission Factors without Margins,Margins of Supply Chain Emission Factors,Supply Chain Emission Factors with Margins,DQ ReliabilityScore of Factors without Margins,DQ TemporalCorrelation of Factors without Margins,DQ GeographicalCorrelation of Factors without Margins,DQ TechnologicalCorrelation of Factors without Margins,DQ DataCollection of Factors without Margins
2014,515200,Cable and subscription programming,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,515200,Cable and subscription programming,other GHGs,"kg CO2e/2018 USD, purchaser price",0.034,0.0,0.034,4,2,1,5,1
2014,517110,Telecommunications,carbon dioxide,"kg/2018 USD, purchaser price",0.084,0.0,0.084,3,2,1,3,1
2014,517110,Telecommunications,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,1,1
2014,517110,Telecommunications,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,2,1
2014,517110,Telecommunications,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,2,1,3,1
2014,517210,Wireless telecommunications,carbon dioxide,"kg/2018 USD, purchaser price",0.114,0.0,0.114,3,2,1,3,1
2014,517210,Wireless telecommunications,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,1,1
2014,517210,Wireless telecommunications,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,2,1
2014,517210,Wireless telecommunications,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,2,1,3,1
2014,517A00,"Satellite, telecommunications resellers, and all other telecommunications",carbon dioxide,"kg/2018 USD, purchaser price",0.111,0.0,0.111,3,2,1,3,1
2014,517A00,"Satellite, telecommunications resellers, and all other telecommunications",methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2014,517A00,"Satellite, telecommunications resellers, and all other telecommunications",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,2,1
2014,517A00,"Satellite, telecommunications resellers, and all other telecommunications",other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,2,1,3,1
2014,518200,Data processing and hosting,carbon dioxide,"kg/2018 USD, purchaser price",0.134,0.0,0.134,3,2,1,3,1
2014,518200,Data processing and hosting,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2014,518200,Data processing and hosting,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,518200,Data processing and hosting,other GHGs,"kg CO2e/2018 USD, purchaser price",0.008,0.0,0.008,4,2,1,5,1
2014,519130,Internet publishing and broadcasting,carbon dioxide,"kg/2018 USD, purchaser price",0.117,0.0,0.117,3,2,1,3,1
2014,519130,Internet publishing and broadcasting,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2014,519130,Internet publishing and broadcasting,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2014,519130,Internet publishing and broadcasting,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,2,1,3,1
2014,5191A0,"News syndicates, libraries, archives, Internet publishing and all other information services",carbon dioxide,"kg/2018 USD, purchaser price",0.125,0.0,0.125,3,2,1,3,1
2014,5191A0,"News syndicates, libraries, archives, Internet publishing and all other information services",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2014,5191A0,"News syndicates, libraries, archives, Internet publishing and all other information services",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2014,5191A0,"News syndicates, libraries, archives, Internet publishing and all other information services",other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,2,1,3,1
2014,522A00,Nondepository credit intermediation and related activities,carbon dioxide,"kg/2018 USD, purchaser price",0.067,0.0,0.067,3,2,1,3,1
2014,522A00,Nondepository credit intermediation and related activities,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,1,1
2014,522A00,Nondepository credit intermediation and related activities,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,522A00,Nondepository credit intermediation and related activities,other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,4,1
2014,523900,"Investment advice, portfolio management, and other financial advising services",carbon dioxide,"kg/2018 USD, purchaser price",0.09,0.0,0.09,3,2,1,3,1
2014,523900,"Investment advice, portfolio management, and other financial advising services",methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,1,1
2014,523900,"Investment advice, portfolio management, and other financial advising services",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,523900,"Investment advice, portfolio management, and other financial advising services",other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,4,1
2014,523A00,Securities and commodities brokerage and exchanges,carbon dioxide,"kg/2018 USD, purchaser price",0.069,0.0,0.069,3,2,1,3,1
2014,523A00,Securities and commodities brokerage and exchanges,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2014,523A00,Securities and commodities brokerage and exchanges,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,523A00,Securities and commodities brokerage and exchanges,other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,4,1
2014,524113,Direct life insurance carriers,carbon dioxide,"kg/2018 USD, purchaser price",0.024,0.0,0.024,3,2,1,3,1
2014,524113,Direct life insurance carriers,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,2,2,1,1,1
2014,524113,Direct life insurance carriers,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,2,1
2014,524113,Direct life insurance carriers,other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,4,1
2014,5241XX,"Insurance carriers, except direct life",carbon dioxide,"kg/2018 USD, purchaser price",0.038,0.0,0.038,3,2,1,3,1
2014,5241XX,"Insurance carriers, except direct life",methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2014,5241XX,"Insurance carriers, except direct life",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,5241XX,"Insurance carriers, except direct life",other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,4,1
2014,524200,Insurance agencies and brokerages,carbon dioxide,"kg/2018 USD, purchaser price",0.033,0.0,0.033,3,2,1,3,1
2014,524200,Insurance agencies and brokerages,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2014,524200,Insurance agencies and brokerages,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,524200,Insurance agencies and brokerages,other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,4,1
2014,525000,"Funds, trusts, and financial vehicles",carbon dioxide,"kg/2018 USD, purchaser price",0.182,0.0,0.182,3,2,1,4,1
2014,525000,"Funds, trusts, and financial vehicles",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2014,525000,"Funds, trusts, and financial vehicles",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,2,1
2014,525000,"Funds, trusts, and financial vehicles",other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,4,1
2014,52A000,Monetary authorities and depository credit intermediation,carbon dioxide,"kg/2018 USD, purchaser price",0.07,0.0,0.07,3,2,1,3,1
2014,52A000,Monetary authorities and depository credit intermediation,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2014,52A000,Monetary authorities and depository credit intermediation,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,52A000,Monetary authorities and depository credit intermediation,other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,4,1
2014,531HSO,Owner-occupied housing,carbon dioxide,"kg/2018 USD, purchaser price",0.022,0.0,0.022,3,2,1,3,1
2014,531HSO,Owner-occupied housing,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2014,531HSO,Owner-occupied housing,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,531HSO,Owner-occupied housing,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,5,1
2014,531HST,Tenant-occupied housing,carbon dioxide,"kg/2018 USD, purchaser price",0.01,0.0,0.01,3,2,1,3,1
2014,531HST,Tenant-occupied housing,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2014,531HST,Tenant-occupied housing,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,531HST,Tenant-occupied housing,other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,5,1
2014,531ORE,Other real estate,carbon dioxide,"kg/2018 USD, purchaser price",0.429,0.0,0.429,3,2,1,3,1
2014,531ORE,Other real estate,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2014,531ORE,Other real estate,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,2,1
2014,531ORE,Other real estate,other GHGs,"kg CO2e/2018 USD, purchaser price",0.005,0.0,0.005,4,2,1,4,1
2014,532100,Vehicle rental and leasing,carbon dioxide,"kg/2018 USD, purchaser price",0.158,0.0,0.158,3,2,1,4,1
2014,532100,Vehicle rental and leasing,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2014,532100,Vehicle rental and leasing,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2014,532100,Vehicle rental and leasing,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,2,1,4,1
2014,532400,Commercial equipment rental,carbon dioxide,"kg/2018 USD, purchaser price",0.13,0.0,0.13,3,2,1,3,1
2014,532400,Commercial equipment rental,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2014,532400,Commercial equipment rental,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2014,532400,Commercial equipment rental,other GHGs,"kg CO2e/2018 USD, purchaser price",0.007,0.0,0.007,4,2,1,5,1
2014,532A00,Consumer goods and general rental centers,carbon dioxide,"kg/2018 USD, purchaser price",0.138,0.0,0.138,3,2,1,3,1
2014,532A00,Consumer goods and general rental centers,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2014,532A00,Consumer goods and general rental centers,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,532A00,Consumer goods and general rental centers,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,2,1,4,1
2014,533000,Lessors of nonfinancial intangible assets,carbon dioxide,"kg/2018 USD, purchaser price",0.06,0.0,0.06,3,2,1,3,1
2014,533000,Lessors of nonfinancial intangible assets,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2014,533000,Lessors of nonfinancial intangible assets,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,533000,Lessors of nonfinancial intangible assets,other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,4,1
2014,541100,Legal services,carbon dioxide,"kg/2018 USD, purchaser price",0.068,0.0,0.068,3,2,1,3,1
2014,541100,Legal services,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2014,541100,Legal services,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,541100,Legal services,other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,4,1
2014,541200,"Accounting, tax preparation, bookkeeping, and payroll",carbon dioxide,"kg/2018 USD, purchaser price",0.054,0.0,0.054,3,2,1,3,1
2014,541200,"Accounting, tax preparation, bookkeeping, and payroll",methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2014,541200,"Accounting, tax preparation, bookkeeping, and payroll",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,541200,"Accounting, tax preparation, bookkeeping, and payroll",other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,4,1
2014,541300,"Architectural, engineering, and related services",carbon dioxide,"kg/2018 USD, purchaser price",0.125,0.0,0.125,3,2,1,3,1
2014,541300,"Architectural, engineering, and related services",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2014,541300,"Architectural, engineering, and related services",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,541300,"Architectural, engineering, and related services",other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,2,1,3,1
2014,541400,Specialized design,carbon dioxide,"kg/2018 USD, purchaser price",0.087,0.0,0.087,3,2,1,3,1
2014,541400,Specialized design,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2014,541400,Specialized design,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,541400,Specialized design,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,2,1,4,1
2014,541511,Custom computer programming,carbon dioxide,"kg/2018 USD, purchaser price",0.082,0.0,0.082,3,2,1,3,1
2014,541511,Custom computer programming,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2014,541511,Custom computer programming,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2014,541511,Custom computer programming,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,2,1,3,1
2014,541512,Computer systems design,carbon dioxide,"kg/2018 USD, purchaser price",0.057,0.0,0.057,3,2,1,3,1
2014,541512,Computer systems design,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2014,541512,Computer systems design,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,541512,Computer systems design,other GHGs,"kg CO2e/2018 USD, purchaser price",0.007,0.0,0.007,4,2,1,5,1
2014,54151A,"Other computer related services, including facilities management",carbon dioxide,"kg/2018 USD, purchaser price",0.069,0.0,0.069,3,2,1,3,1
2014,54151A,"Other computer related services, including facilities management",methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2014,54151A,"Other computer related services, including facilities management",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,54151A,"Other computer related services, including facilities management",other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,2,1,4,1
2014,541610,Management consulting,carbon dioxide,"kg/2018 USD, purchaser price",0.07,0.0,0.07,3,2,1,3,1
2014,541610,Management consulting,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2014,541610,Management consulting,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2014,541610,Management consulting,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,4,1
2014,5416A0,Environmental and other technical consulting services,carbon dioxide,"kg/2018 USD, purchaser price",0.069,0.0,0.069,3,2,1,3,1
2014,5416A0,Environmental and other technical consulting services,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2014,5416A0,Environmental and other technical consulting services,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2014,5416A0,Environmental and other technical consulting services,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,4,1
2014,541700,Scientific research and development,carbon dioxide,"kg/2018 USD, purchaser price",0.163,0.0,0.163,3,2,1,3,1
2014,541700,Scientific research and development,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2014,541700,Scientific research and development,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2014,541700,Scientific research and development,other GHGs,"kg CO2e/2018 USD, purchaser price",0.006,0.0,0.006,3,2,1,3,1
2014,541800,Advertising and public relations,carbon dioxide,"kg/2018 USD, purchaser price",0.113,0.0,0.113,3,2,1,3,1
2014,541800,Advertising and public relations,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2014,541800,Advertising and public relations,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2014,541800,Advertising and public relations,other GHGs,"kg CO2e/2018 USD, purchaser price",0.007,0.0,0.007,4,2,1,4,1
2014,541920,Photographers,carbon dioxide,"kg/2018 USD, purchaser price",0.113,0.0,0.113,3,2,1,3,1
2014,541920,Photographers,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2014,541920,Photographers,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,541920,Photographers,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,2,1,4,1
2014,541940,Veterinarians,carbon dioxide,"kg/2018 USD, purchaser price",0.1,0.0,0.1,3,2,1,3,1
2014,541940,Veterinarians,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2014,541940,Veterinarians,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2014,541940,Veterinarians,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,2,1,3,1
2014,5419A0,"Marketing research and all other miscellaneous professional, scientific, and technical services",carbon dioxide,"kg/2018 USD, purchaser price",0.08,0.0,0.08,3,2,1,3,1
2014,5419A0,"Marketing research and all other miscellaneous professional, scientific, and technical services",methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2014,5419A0,"Marketing research and all other miscellaneous professional, scientific, and technical services",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,5419A0,"Marketing research and all other miscellaneous professional, scientific, and technical services",other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,2,1,3,1
2014,550000,Company and enterprise management,carbon dioxide,"kg/2018 USD, purchaser price",0.123,0.0,0.123,2,2,1,3,1
2014,550000,Company and enterprise management,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2014,550000,Company and enterprise management,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,550000,Company and enterprise management,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,2,1,4,1
2014,561100,Office administration,carbon dioxide,"kg/2018 USD, purchaser price",0.089,0.0,0.089,3,2,1,3,1
2014,561100,Office administration,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2014,561100,Office administration,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,561100,Office administration,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,4,1
2014,561200,Facilities support,carbon dioxide,"kg/2018 USD, purchaser price",0.222,0.0,0.222,3,2,1,3,1
2014,561200,Facilities support,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2014,561200,Facilities support,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,2,1
2014,561200,Facilities support,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,2,1,3,1
2014,561300,Employment services,carbon dioxide,"kg/2018 USD, purchaser price",0.035,0.0,0.035,3,2,1,3,1
2014,561300,Employment services,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2014,561300,Employment services,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2014,561300,Employment services,other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,4,1
2014,561400,Business support,carbon dioxide,"kg/2018 USD, purchaser price",0.118,0.0,0.118,3,2,1,3,1
2014,561400,Business support,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2014,561400,Business support,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,561400,Business support,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,2,1,4,1
2014,561500,Travel arrangement and reservation,carbon dioxide,"kg/2018 USD, purchaser price",0.095,0.0,0.095,3,2,1,3,1
2014,561500,Travel arrangement and reservation,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2014,561500,Travel arrangement and reservation,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2014,561500,Travel arrangement and reservation,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,4,2,1,4,1
2014,561600,Investigation and security,carbon dioxide,"kg/2018 USD, purchaser price",0.094,0.0,0.094,3,2,1,3,1
2014,561600,Investigation and security,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2014,561600,Investigation and security,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2014,561600,Investigation and security,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,2,1,3,1
2014,561700,Buildings and dwellings services,carbon dioxide,"kg/2018 USD, purchaser price",0.149,0.0,0.149,3,2,1,3,1
2014,561700,Buildings and dwellings services,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2014,561700,Buildings and dwellings services,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,2,1
2014,561700,Buildings and dwellings services,other GHGs,"kg CO2e/2018 USD, purchaser price",0.015,0.0,0.015,4,2,1,5,1
2014,561900,Other support services,carbon dioxide,"kg/2018 USD, purchaser price",0.14,0.0,0.14,3,2,1,3,1
2014,561900,Other support services,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2014,561900,Other support services,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2014,561900,Other support services,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,2,1,4,1
2014,562000,Waste management and remediation,carbon dioxide,"kg/2018 USD, purchaser price",0.318,0.0,0.318,3,2,1,2,1
2014,562000,Waste management and remediation,methane,"kg/2018 USD, purchaser price",0.05,0.0,0.05,2,2,1,1,1
2014,562000,Waste management and remediation,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,1,1
2014,562000,Waste management and remediation,other GHGs,"kg CO2e/2018 USD, purchaser price",0.014,0.0,0.014,4,2,1,4,1
2014,611100,Elementary and secondary schools,carbon dioxide,"kg/2018 USD, purchaser price",0.149,0.0,0.149,3,2,1,4,1
2014,611100,Elementary and secondary schools,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2014,611100,Elementary and secondary schools,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2014,611100,Elementary and secondary schools,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,4,2,1,4,1
2014,611A00,"Colleges, universities, junior colleges, and professional schools",carbon dioxide,"kg/2018 USD, purchaser price",0.18,0.0,0.18,3,2,1,3,1
2014,611A00,"Colleges, universities, junior colleges, and professional schools",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2014,611A00,"Colleges, universities, junior colleges, and professional schools",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2014,611A00,"Colleges, universities, junior colleges, and professional schools",other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,4,2,1,4,1
2014,611B00,Other educational services,carbon dioxide,"kg/2018 USD, purchaser price",0.128,0.0,0.128,3,2,1,3,1
2014,611B00,Other educational services,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2014,611B00,Other educational services,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,611B00,Other educational services,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,2,1,4,1
2014,621100,Physicians,carbon dioxide,"kg/2018 USD, purchaser price",0.077,0.0,0.077,3,2,1,3,1
2014,621100,Physicians,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2014,621100,Physicians,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,621100,Physicians,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,4,2,1,4,1
2014,621200,Dentists,carbon dioxide,"kg/2018 USD, purchaser price",0.1,0.0,0.1,3,2,1,3,1
2014,621200,Dentists,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2014,621200,Dentists,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,621200,Dentists,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,4,2,1,4,1
2014,621300,Healthcare practitioners (except physicians and dentists),carbon dioxide,"kg/2018 USD, purchaser price",0.106,0.0,0.106,3,2,1,3,1
2014,621300,Healthcare practitioners (except physicians and dentists),methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2014,621300,Healthcare practitioners (except physicians and dentists),nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,2,1
2014,621300,Healthcare practitioners (except physicians and dentists),other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,2,1,3,1
2014,621400,Outpatient healthcare,carbon dioxide,"kg/2018 USD, purchaser price",0.124,0.0,0.124,3,2,1,3,1
2014,621400,Outpatient healthcare,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2014,621400,Outpatient healthcare,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,621400,Outpatient healthcare,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,4,2,1,4,1
2014,621500,Medical laboratories,carbon dioxide,"kg/2018 USD, purchaser price",0.094,0.0,0.094,3,2,1,3,1
2014,621500,Medical laboratories,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2014,621500,Medical laboratories,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,2,1
2014,621500,Medical laboratories,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,2,1,3,1
2014,621600,Home healthcare,carbon dioxide,"kg/2018 USD, purchaser price",0.107,0.0,0.107,3,2,1,3,1
2014,621600,Home healthcare,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2014,621600,Home healthcare,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,621600,Home healthcare,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,2,1,4,1
2014,621900,Ambulances,carbon dioxide,"kg/2018 USD, purchaser price",0.166,0.0,0.166,3,2,1,3,1
