Year,Commodity Code,Commodity Name,Substance,Unit,Supply Chain Emission Factors without Margins,Margins of Supply Chain Emission Factors,Supply Chain Emission Factors with Margins,DQ ReliabilityScore of Factors without Margins,DQ TemporalCorrelation of Factors without Margins,DQ GeographicalCorrelation of Factors without Margins,DQ TechnologicalCorrelation of Factors without Margins,DQ DataCollection of Factors without Margins
2013,452,General merchandise stores,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,4,3,1,4,1
2013,481,Air transportation,carbon dioxide,"kg/2018 USD, purchaser price",0.9,0.0,0.9,4,3,1,2,1
2013,481,Air transportation,methane,"kg/2018 USD, purchaser price",0.003,0.0,0.003,4,3,1,1,1
2013,481,Air transportation,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,4,1
2013,481,Air transportation,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,4,3,1,4,1
2013,482,Rail transportation,carbon dioxide,"kg/2018 USD, purchaser price",0.655,0.0,0.655,4,3,1,4,1
2013,482,Rail transportation,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,4,3,1,1,1
2013,482,Rail transportation,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,4,1
2013,482,Rail transportation,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,3,1,4,1
2013,483,Water transportation,carbon dioxide,"kg/2018 USD, purchaser price",0.738,0.0,0.738,4,3,1,2,1
2013,483,Water transportation,methane,"kg/2018 USD, purchaser price",0.003,0.0,0.003,4,3,1,1,1
2013,483,Water transportation,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,4,1
2013,483,Water transportation,other GHGs,"kg CO2e/2018 USD, purchaser price",0.043,0.0,0.043,4,3,1,5,1
2013,484,Truck transportation,carbon dioxide,"kg/2018 USD, purchaser price",1.382,0.0,1.382,4,3,1,4,1
2013,484,Truck transportation,methane,"kg/2018 USD, purchaser price",0.003,0.0,0.003,4,3,1,1,1
2013,484,Truck transportation,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,4,1
2013,484,Truck transportation,other GHGs,"kg CO2e/2018 USD, purchaser price",0.021,0.0,0.021,4,3,1,5,1
2013,485,Transit and ground passenger transportation,carbon dioxide,"kg/2018 USD, purchaser price",0.402,0.0,0.402,3,3,1,3,1
2013,485,Transit and ground passenger transportation,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,4,3,1,1,1
2013,485,Transit and ground passenger transportation,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2013,485,Transit and ground passenger transportation,other GHGs,"kg CO2e/2018 USD, purchaser price",0.007,0.0,0.007,4,3,1,5,1
2013,486,Pipeline transportation,carbon dioxide,"kg/2018 USD, purchaser price",1.511,0.0,1.511,4,3,1,1,1
2013,486,Pipeline transportation,methane,"kg/2018 USD, purchaser price",0.03,0.0,0.03,4,3,1,1,1
2013,486,Pipeline transportation,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2013,486,Pipeline transportation,other GHGs,"kg CO2e/2018 USD, purchaser price",0.012,0.0,0.012,4,3,1,5,1
2013,487OS,Other transportation and support activities,carbon dioxide,"kg/2018 USD, purchaser price",0.426,0.0,0.426,4,3,1,3,1
2013,487OS,Other transportation and support activities,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,4,3,1,2,1
2013,487OS,Other transportation and support activities,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,4,1
2013,487OS,Other transportation and support activities,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,3,1,4,1
2013,493,Warehousing and storage,carbon dioxide,"kg/2018 USD, purchaser price",0.577,0.0,0.577,2,3,1,2,1
2013,493,Warehousing and storage,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,3,3,1,1,1
2013,493,Warehousing and storage,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,2,1
2013,493,Warehousing and storage,other GHGs,"kg CO2e/2018 USD, purchaser price",0.005,0.0,0.005,3,3,1,3,1
2013,4A0,Other retail,carbon dioxide,"kg/2018 USD, purchaser price",0.169,0.0,0.169,3,3,1,3,1
2013,4A0,Other retail,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2013,4A0,Other retail,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2013,4A0,Other retail,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,4,3,1,4,1
2013,511,"Publishing industries, except internet (includes software)",carbon dioxide,"kg/2018 USD, purchaser price",0.056,0.014,0.07,3,3,1,3,1
2013,511,"Publishing industries, except internet (includes software)",methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,1,1
2013,511,"Publishing industries, except internet (includes software)",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2013,511,"Publishing industries, except internet (includes software)",other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,3,1,4,1
2013,512,Motion picture and sound recording industries,carbon dioxide,"kg/2018 USD, purchaser price",0.061,0.003,0.064,3,3,1,3,1
2013,512,Motion picture and sound recording industries,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,1,1
2013,512,Motion picture and sound recording industries,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2013,512,Motion picture and sound recording industries,other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,4,1
2013,513,Broadcasting and telecommunications,carbon dioxide,"kg/2018 USD, purchaser price",0.086,0.0,0.086,3,3,1,3,1
2013,513,Broadcasting and telecommunications,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,1,1
2013,513,Broadcasting and telecommunications,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2013,513,Broadcasting and telecommunications,other GHGs,"kg CO2e/2018 USD, purchaser price",0.006,0.0,0.006,4,3,1,4,1
2013,514,"Data processing, internet publishing, and other information services",carbon dioxide,"kg/2018 USD, purchaser price",0.111,0.0,0.111,3,3,1,3,1
2013,514,"Data processing, internet publishing, and other information services",methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,1,1
2013,514,"Data processing, internet publishing, and other information services",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2013,514,"Data processing, internet publishing, and other information services",other GHGs,"kg CO2e/2018 USD, purchaser price",0.005,0.0,0.005,4,3,1,4,1
2013,521CI,"Federal Reserve banks, credit intermediation, and related activities",carbon dioxide,"kg/2018 USD, purchaser price",0.086,0.0,0.086,3,3,1,3,1
2013,521CI,"Federal Reserve banks, credit intermediation, and related activities",methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,1,1
2013,521CI,"Federal Reserve banks, credit intermediation, and related activities",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2013,521CI,"Federal Reserve banks, credit intermediation, and related activities",other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,4,3,1,4,1
2013,523,"Securities, commodity contracts, and investments",carbon dioxide,"kg/2018 USD, purchaser price",0.11,0.0,0.11,3,3,1,3,1
2013,523,"Securities, commodity contracts, and investments",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2013,523,"Securities, commodity contracts, and investments",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2013,523,"Securities, commodity contracts, and investments",other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,4,3,1,4,1
2013,524,Insurance carriers and related activities,carbon dioxide,"kg/2018 USD, purchaser price",0.062,0.0,0.062,3,3,1,3,1
2013,524,Insurance carriers and related activities,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,1,1
2013,524,Insurance carriers and related activities,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2013,524,Insurance carriers and related activities,other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,4,3,1,4,1
2013,525,"Funds, trusts, and other financial vehicles",carbon dioxide,"kg/2018 USD, purchaser price",0.233,0.0,0.233,3,3,1,3,1
2013,525,"Funds, trusts, and other financial vehicles",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2013,525,"Funds, trusts, and other financial vehicles",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2013,525,"Funds, trusts, and other financial vehicles",other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,3,1,4,1
2013,532RL,Rental and leasing services and lessors of intangible assets,carbon dioxide,"kg/2018 USD, purchaser price",0.124,0.0,0.124,3,3,1,3,1
2013,532RL,Rental and leasing services and lessors of intangible assets,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2013,532RL,Rental and leasing services and lessors of intangible assets,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2013,532RL,Rental and leasing services and lessors of intangible assets,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,4,3,1,4,1
2013,5411,Legal services,carbon dioxide,"kg/2018 USD, purchaser price",0.074,0.0,0.074,3,3,1,3,1
2013,5411,Legal services,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,1,1
2013,5411,Legal services,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2013,5411,Legal services,other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,4,3,1,4,1
2013,5412OP,"Miscellaneous professional, scientific, and technical services",carbon dioxide,"kg/2018 USD, purchaser price",0.126,0.0,0.126,3,3,1,3,1
2013,5412OP,"Miscellaneous professional, scientific, and technical services",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2013,5412OP,"Miscellaneous professional, scientific, and technical services",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2013,5412OP,"Miscellaneous professional, scientific, and technical services",other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,3,1,4,1
2013,5415,Computer systems design and related services,carbon dioxide,"kg/2018 USD, purchaser price",0.078,0.0,0.078,3,3,1,3,1
2013,5415,Computer systems design and related services,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,1,1
2013,5415,Computer systems design and related services,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2013,5415,Computer systems design and related services,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,3,1,5,1
2013,55,Management of companies and enterprises,carbon dioxide,"kg/2018 USD, purchaser price",0.117,0.0,0.117,3,3,1,3,1
2013,55,Management of companies and enterprises,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,1,1
2013,55,Management of companies and enterprises,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2013,55,Management of companies and enterprises,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,3,1,3,1
2013,561,Administrative and support services,carbon dioxide,"kg/2018 USD, purchaser price",0.097,0.0,0.097,3,3,1,3,1
2013,561,Administrative and support services,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2013,561,Administrative and support services,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2013,561,Administrative and support services,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,3,1,5,1
2013,562,Waste management and remediation services,carbon dioxide,"kg/2018 USD, purchaser price",0.31,0.0,0.31,3,3,1,2,1
2013,562,Waste management and remediation services,methane,"kg/2018 USD, purchaser price",0.051,0.0,0.051,2,3,1,1,1
2013,562,Waste management and remediation services,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,1,1
2013,562,Waste management and remediation services,other GHGs,"kg CO2e/2018 USD, purchaser price",0.012,0.0,0.012,4,3,1,5,1
2013,61,Educational services,carbon dioxide,"kg/2018 USD, purchaser price",0.21,0.0,0.21,3,3,1,3,1
2013,61,Educational services,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2013,61,Educational services,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,4,1
2013,61,Educational services,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,4,3,1,4,1
2013,621,Ambulatory health care services,carbon dioxide,"kg/2018 USD, purchaser price",0.102,0.0,0.102,3,3,1,3,1
2013,621,Ambulatory health care services,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2013,621,Ambulatory health care services,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,2,1
2013,621,Ambulatory health care services,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,4,3,1,4,1
2013,622,Hospitals,carbon dioxide,"kg/2018 USD, purchaser price",0.17,0.0,0.17,3,3,1,3,1
2013,622,Hospitals,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2013,622,Hospitals,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2013,622,Hospitals,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,4,3,1,4,1
2013,623,Nursing and residential care facilities,carbon dioxide,"kg/2018 USD, purchaser price",0.162,0.0,0.162,3,3,1,3,1
2013,623,Nursing and residential care facilities,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2013,623,Nursing and residential care facilities,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,4,1
2013,623,Nursing and residential care facilities,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,3,1,4,1
2013,624,Social assistance,carbon dioxide,"kg/2018 USD, purchaser price",0.17,0.0,0.17,3,3,1,3,1
2013,624,Social assistance,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2013,624,Social assistance,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,4,1
2013,624,Social assistance,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,3,1,4,1
2013,711AS,"Performing arts, spectator sports, museums, and related activities",carbon dioxide,"kg/2018 USD, purchaser price",0.083,0.0,0.083,3,3,1,3,1
2013,711AS,"Performing arts, spectator sports, museums, and related activities",methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,1,1
2013,711AS,"Performing arts, spectator sports, museums, and related activities",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2013,711AS,"Performing arts, spectator sports, museums, and related activities",other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,4,3,1,4,1
2013,713,"Amusements, gambling, and recreation industries",carbon dioxide,"kg/2018 USD, purchaser price",0.389,0.0,0.389,3,3,1,3,1
2013,713,"Amusements, gambling, and recreation industries",methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,3,3,1,1,1
2013,713,"Amusements, gambling, and recreation industries",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,4,1
2013,713,"Amusements, gambling, and recreation industries",other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,3,1,4,1
2013,721,Accommodation,carbon dioxide,"kg/2018 USD, purchaser price",0.192,0.0,0.192,3,3,1,3,1
2013,721,Accommodation,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2013,721,Accommodation,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,4,1
2013,721,Accommodation,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,4,3,1,4,1
2013,722,Food services and drinking places,carbon dioxide,"kg/2018 USD, purchaser price",0.236,0.0,0.236,3,3,1,3,1
2013,722,Food services and drinking places,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,3,3,1,1,1
2013,722,Food services and drinking places,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,4,1
2013,722,Food services and drinking places,other GHGs,"kg CO2e/2018 USD, purchaser price",0.005,0.0,0.005,4,3,1,4,1
2013,81,"Other services, except government",carbon dioxide,"kg/2018 USD, purchaser price",0.146,0.0,0.146,3,3,1,3,1
2013,81,"Other services, except government",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2013,81,"Other services, except government",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2013,81,"Other services, except government",other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,3,1,4,1
2013,HS,Housing,carbon dioxide,"kg/2018 USD, purchaser price",0.025,0.0,0.025,3,3,1,3,1
2013,HS,Housing,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,1,1
2013,HS,Housing,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2013,HS,Housing,other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,4,3,1,5,1
2013,ORE,Other real estate,carbon dioxide,"kg/2018 USD, purchaser price",0.451,0.0,0.451,3,3,1,3,1
2013,ORE,Other real estate,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,3,1,1,1
2013,ORE,Other real estate,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2013,ORE,Other real estate,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,3,1,4,1
2012,111CA,Farms,carbon dioxide,"kg/2018 USD, purchaser price",0.438,0.051,0.489,4,3,1,4,1
2012,111CA,Farms,methane,"kg/2018 USD, purchaser price",0.022,0.0,0.022,4,3,1,1,1
2012,111CA,Farms,nitrous oxide,"kg/2018 USD, purchaser price",0.002,0.0,0.002,4,3,1,4,1
2012,111CA,Farms,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,3,1,3,1
2012,113FF,"Forestry, fishing, and related activities",carbon dioxide,"kg/2018 USD, purchaser price",0.23,0.028,0.259,4,3,1,4,1
2012,113FF,"Forestry, fishing, and related activities",methane,"kg/2018 USD, purchaser price",0.003,0.0,0.003,4,3,1,1,1
2012,113FF,"Forestry, fishing, and related activities",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,4,1
2012,113FF,"Forestry, fishing, and related activities",other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,3,1,3,1
2012,211,Oil and gas extraction,carbon dioxide,"kg/2018 USD, purchaser price",0.346,0.066,0.412,4,3,1,3,1
2012,211,Oil and gas extraction,methane,"kg/2018 USD, purchaser price",0.016,0.001,0.017,4,3,1,1,1
2012,211,Oil and gas extraction,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2012,211,Oil and gas extraction,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,3,1,3,1
2012,212,"Mining, except oil and gas",carbon dioxide,"kg/2018 USD, purchaser price",0.564,0.124,0.688,4,3,1,4,1
2012,212,"Mining, except oil and gas",methane,"kg/2018 USD, purchaser price",0.019,0.001,0.02,4,3,1,1,1
2012,212,"Mining, except oil and gas",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2012,212,"Mining, except oil and gas",other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,3,1,4,1
2012,213,Support activities for mining,carbon dioxide,"kg/2018 USD, purchaser price",0.332,0.0,0.332,3,3,1,4,1
2012,213,Support activities for mining,methane,"kg/2018 USD, purchaser price",0.008,0.0,0.008,4,3,1,1,1
2012,213,Support activities for mining,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2012,213,Support activities for mining,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,3,1,4,1
2012,22,Utilities,carbon dioxide,"kg/2018 USD, purchaser price",3.368,0.0,3.368,2,3,1,2,1
2012,22,Utilities,methane,"kg/2018 USD, purchaser price",0.006,0.0,0.006,4,3,1,1,1
2012,22,Utilities,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,2,1
2012,22,Utilities,other GHGs,"kg CO2e/2018 USD, purchaser price",0.011,0.0,0.011,2,3,1,2,1
2012,23,Construction,carbon dioxide,"kg/2018 USD, purchaser price",0.329,0.0,0.329,3,3,1,4,1
2012,23,Construction,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,4,3,1,1,1
2012,23,Construction,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2012,23,Construction,other GHGs,"kg CO2e/2018 USD, purchaser price",0.02,0.0,0.02,4,3,1,5,1
2012,311FT,Food and beverage and tobacco products,carbon dioxide,"kg/2018 USD, purchaser price",0.369,0.023,0.392,3,3,1,4,1
2012,311FT,Food and beverage and tobacco products,methane,"kg/2018 USD, purchaser price",0.008,0.0,0.008,4,3,1,1,1
2012,311FT,Food and beverage and tobacco products,nitrous oxide,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,3,1,4,1
2012,311FT,Food and beverage and tobacco products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.007,0.0,0.007,4,3,1,4,1
2012,313TT,Textile mills and textile product mills,carbon dioxide,"kg/2018 USD, purchaser price",0.323,0.061,0.383,3,3,1,3,1
2012,313TT,Textile mills and textile product mills,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.003,4,3,1,1,1
2012,313TT,Textile mills and textile product mills,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,3,1
2012,313TT,Textile mills and textile product mills,other GHGs,"kg CO2e/2018 USD, purchaser price",0.007,0.0,0.007,3,3,1,3,1
2012,315AL,Apparel and leather and allied products,carbon dioxide,"kg/2018 USD, purchaser price",0.095,0.351,0.446,3,3,1,3,1
2012,315AL,Apparel and leather and allied products,methane,"kg/2018 USD, purchaser price",0.001,0.002,0.003,4,3,1,1,1
2012,315AL,Apparel and leather and allied products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,4,1
2012,315AL,Apparel and leather and allied products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,3,1,4,1
2012,321,Wood products,carbon dioxide,"kg/2018 USD, purchaser price",0.242,0.034,0.276,3,3,1,3,1
2012,321,Wood products,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,3,1,1,1
2012,321,Wood products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2012,321,Wood products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.01,0.0,0.01,4,3,1,4,1
2012,322,Paper products,carbon dioxide,"kg/2018 USD, purchaser price",0.404,0.025,0.429,3,3,1,4,1
2012,322,Paper products,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,3,1,1,1
2012,322,Paper products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2012,322,Paper products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.006,0.0,0.006,3,3,1,3,1
2012,323,Printing and related support activities,carbon dioxide,"kg/2018 USD, purchaser price",0.253,0.024,0.277,3,3,1,4,1
2012,323,Printing and related support activities,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,3,1,1,1
2012,323,Printing and related support activities,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2012,323,Printing and related support activities,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,3,1,3,1
2012,324,Petroleum and coal products,carbon dioxide,"kg/2018 USD, purchaser price",0.572,0.021,0.593,4,3,1,3,1
2012,324,Petroleum and coal products,methane,"kg/2018 USD, purchaser price",0.014,0.0,0.014,4,3,1,1,1
2012,324,Petroleum and coal products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2012,324,Petroleum and coal products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,3,1,3,1
2012,325,Chemical products,carbon dioxide,"kg/2018 USD, purchaser price",0.269,0.016,0.285,3,3,1,4,1
2012,325,Chemical products,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,4,3,1,1,1
2012,325,Chemical products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,2,1
2012,325,Chemical products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.014,0.0,0.014,2,3,1,2,1
2012,326,Plastics and rubber products,carbon dioxide,"kg/2018 USD, purchaser price",0.188,0.01,0.198,3,3,1,3,1
2012,326,Plastics and rubber products,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,3,1,1,1
2012,326,Plastics and rubber products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2012,326,Plastics and rubber products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.011,0.0,0.011,3,3,1,3,1
2012,327,Nonmetallic mineral products,carbon dioxide,"kg/2018 USD, purchaser price",0.573,0.046,0.619,3,3,1,3,1
2012,327,Nonmetallic mineral products,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.002,4,3,1,1,1
2012,327,Nonmetallic mineral products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2012,327,Nonmetallic mineral products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,3,1,3,1
2012,331,Primary metals,carbon dioxide,"kg/2018 USD, purchaser price",0.075,0.002,0.078,3,3,1,2,1
2012,331,Primary metals,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,3,1,1,1
2012,331,Primary metals,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2012,331,Primary metals,other GHGs,"kg CO2e/2018 USD, purchaser price",0.03,0.0,0.03,3,3,1,1,1
2012,332,Fabricated metal products,carbon dioxide,"kg/2018 USD, purchaser price",0.301,0.018,0.319,3,3,1,3,1
2012,332,Fabricated metal products,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,3,1,1,1
2012,332,Fabricated metal products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2012,332,Fabricated metal products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.01,0.0,0.01,3,3,1,2,1
2012,333,Machinery,carbon dioxide,"kg/2018 USD, purchaser price",0.229,0.022,0.252,3,3,1,3,1
2012,333,Machinery,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,3,1,1,1
2012,333,Machinery,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,3,1,3,1
2012,333,Machinery,other GHGs,"kg CO2e/2018 USD, purchaser price",0.032,0.0,0.032,4,3,1,4,1
2012,334,Computer and electronic products,carbon dioxide,"kg/2018 USD, purchaser price",0.079,0.026,0.105,3,3,1,3,1
2012,334,Computer and electronic products,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.001,4,3,1,1,1
